text,label,stars
 Blibli good,pos,5
 luar biasa sgt membantu,pos,5
 Good,pos,5
 Awesome,pos,5
 loved this app,pos,5
 So far it good,pos,5
 praktis,pos,5
 Great app,pos,5
" Yang
 nyebelin ,app blibli ini minta up grade terus....klo nggak up grade 
nggak bisa kebuka , padahalkan apps ini cukup berat di gadged saya yg 
mmg sdh berumur :-)",pos,5
 great app,pos,5
 Pilihan input voucher ga bs dipilih via app,neg,4
 ok,pos,5
" Bagus mudah aplikasinya, ada gratis ongkirnya....",pos,5
" Menunya mudah, pembayaran aman, respond cepat.",pos,5
" Belanja di sini customer harus sabar. Klo ga sabar lu bs stroke. Karena 
Barang akan datang 4 hari lagi dri tgal order. Walau free ongkir tp 
customer ga bs pilih pake ekspedisi apa. Semua diatur oleh blibli yg kerja 
sama dgn si Cepat yg lelet delivery nya. Mending belanja di Shopee free 
ongkir jg...Full ReviewBelanja di sini customer harus sabar. Klo ga sabar lu bs stroke. Karena 
Barang akan datang 4 hari lagi dri tgal order. Walau free ongkir tp 
customer ga bs pilih pake ekspedisi apa. Semua diatur oleh blibli yg kerja 
sama dgn si Cepat yg lelet delivery nya. Mending belanja di Shopee free 
ongkir jg tp bs milih ekspedisi apa. Lbh cepet dari blibli..",neg,2
 So fa so hood.. Keep up the good work,pos,5
 Tidak bisa mencari official store nba padahal kalau dibuka di chrome  bisa. Kalo di log in tidak bisa. Mohon di perbaiki,neg,2
 Good apps,pos,5
 bagus banget,pos,5
" Merchant
 banyak yang nggak beres, barang yang dipesan nggak sesuai, yg dibeli 
warna apa, yg dikirin warna apa, payah bgt ujung2nya ditukar voucher dan
 mau nggak mau harus dipakai buat belanja di blibli. Kecewa bgt pake 
blibli, mending pake JD.id",neg,1
 Bagus sih... Tapi Saya takut nanti ditipu....,neg,3
" The
 best online shopping in Indonesia.  1.24-7 helpfull customer service 
2.Fast delivery 3.Good system, never had trouble shop at BliBli 4.point 
reward",pos,5
 Byk discount :),pos,5
 Nice,pos,5
 Good,neg,3
 Kecewa karena proses refund yg lama!,neg,2
 I'm not complaining,neg,4
Bagus Bagus,pos,5
 Good,neg,4
" mantap banget free ongkirnya... promonya jg oke, barang mantap",pos,5
 Good,pos,5
" Seharusnya
 aplikasinya jangan maksa! Kasihan pengguna HP dengan RAM kecil. Dikira 
pelanggannya orang kaya semua apa ya!  Pikirin juga pengguna yang masih 
menggunakan HP RAM dibawah 1GB. Lagian update atau tidak kan urusan 
pelanggan. Ngapain maksain harus update.",neg,1
Mantab Puas,pos,5
 Great service level,pos,5
 Good,neg,3
"Benar-benar Terbaik 6 barang sekaligus saya pesan,dan datang'nya bersamaan,Terbaik'lah",pos,5
 excellent!,pos,5
 barang mahal2! proses refund lama!,neg,1
 BAD,neg,1
" gilaa, mantap habis promonya mantapp... event cashbacknya jg mantaappp ga kayak yg lainnya...",pos,5
 easy to shop,pos,5
 pengiriman gratis dan cepat.,neg,4
 Ok,pos,5
 Form pengembalian produk susah dicari,neg,2
" Pembayarannya super ribet bgt...masa sdh virtual account msh hrs konfirmasi, mana responnya juga lambat Huuh",neg,2
" Mandiri e cash kan udah diganti ma Link aja,jadi Blibli masukin lagi dong Link aja jadi option pembayaran saat chekout.",pos,5
 Good app,neg,4
" keren fitur fitur nya banyak, makin mudah cari barang, top",pos,5
" Perlu ditingkatkan dengan adanya komukasi antara penjual dan pembeli. Untuk Blipay, bisa ditambahkan fitur top up.",pos,5
 good,pos,5
Good Good,pos,5
 good,pos,5
 User friendly,pos,5
 Good price,pos,5
 ok,pos,5
 Mantappp,neg,4
 Bolehhh..,neg,3
 Nice,pos,5
 Beli barang aman dan diproses sampai ke pengirimannya jg cepat,pos,5
 Good,neg,4
 good,pos,5
 awesome👍👍👍,pos,5
" Sistem
 nggak stabil.. Sering gagal transaksi tp uangnya udah ditarik , ujung2 
nya refund.. Tp harus nunggu uangnya balik seminggu.. Mendingan yg lain",neg,1
 Best app ever!,pos,5
 Easy to shop,pos,5
 Mudah digunakan. Tampilan menarik.,pos,5
 good,pos,5
 Nice app,pos,5
 nice,neg,4
 Easy to use,pos,5
 aw awwww,pos,5
 simple application,pos,5
" Transaksi mudah, barang cepat datang dan sesuai dg pesanan, harga bersaing",pos,5
" Tampilannya
 makin simple dan menarik. Namun ada pop-up iklan yang tampak mubajir. 
Pop-up iklan Selangit yang berada di pojok bawah tertera kata ""Hide"" pas
 di klik bukannya sembunyi (sesuai kata) tapi justru masuk ke laman 
promosi Selangit, padahal persis di bawah kolom promo juga terdapat 
banner ikl...Full ReviewTampilannya
 makin simple dan menarik. Namun ada pop-up iklan yang tampak mubajir. 
Pop-up iklan Selangit yang berada di pojok bawah tertera kata ""Hide"" pas
 di klik bukannya sembunyi (sesuai kata) tapi justru masuk ke laman 
promosi Selangit, padahal persis di bawah kolom promo juga terdapat 
banner iklan Selangit bertuliskan ajakan ""Update App Kamu Sekarang."" 
Jadi ya kalau bisa yang pop-up dan ada kata ""Hide"" disesuaikan lagi, 
kalau bisa begitu klik ya jadi disembunyikan seperti kata yang tertera.",pos,5
 good app,pos,5
 Nie app,pos,5
" Aplikasi yg bergerak dalam bidang jasa malah tidak memberikan kualitas 
pelayanan yg baik",neg,1
 Good app,pos,5
 Nice...,pos,5
 Aplikasinya bagus,pos,5
 good app,pos,5
 Makin memudahkan saya belanja dgn blibli,pos,5
 Ok,pos,5
 good app n good price n verry good delivery service... 👍👍👍👍👍👍👍👍👍👍👍👍👍👍,pos,5
" Terlalu
 ribet appnya. Checkout page terlalu banyak step, bikin orang males 
duluan sebelum bayar. Setelah pesen dan bayar, cara tracking orderan 
kita gimana ya? Tau2 hilang. Promo di web banyak yg ga ada di app",neg,1
 Good,neg,4
 Gud eaà,pos,5
 tambahin video review...,pos,5
 Mantappp bisa cod dan free ongkir... Sukses trs blibli,pos,5
 Tidak menjual keperluan craft atau hiasan baju atau kain. Alangkah baiknya bila ada.,neg,2
 great apps,pos,5
 selalu nyaman dan simple belanja di blibli,pos,5
" Easy to use, safe payment and dont take too long to load like other app...loved it",pos,5
 mantap terpercaya..gratis ongkir,pos,5
 gratis ongkir! jadi lebih murah dan hemat!,pos,5
 Good,pos,5
 makin nyaman,pos,5
" Hari
 ini baru perdana belanja disini, wah ternyata proses kirim nya FAST  
like TheFLASH😀 cm butuh syemalam syaja syampe.. harga nya bikin kaget, 
yg hampir sejuta disana lah disini bikin shock, original lagi, packaging
 rapih dikardusin yg disana plastik item doang. bikin pengen belanja2 
lagi disini....Full ReviewHari
 ini baru perdana belanja disini, wah ternyata proses kirim nya FAST  
like TheFLASH😀 cm butuh syemalam syaja syampe.. harga nya bikin kaget, 
yg hampir sejuta disana lah disini bikin shock, original lagi, packaging
 rapih dikardusin yg disana plastik item doang. bikin pengen belanja2 
lagi disini.  *mudah2an seterusnya tak ada masalah, tp suka loading 
lamaaa and crash aplikasi nya kalo dipake searching barang banyak..u 
have to fix that bug Blibli..",pos,5
 Simple n Easy to shop..,pos,5
"Easy to use Simple, mudah dan gak ribet",pos,5
 Fresh,pos,5
 Simple application,pos,5
 0% 24 months no extra fee 👍,pos,5
 okkk,pos,5
 banyakin promo cashback dan diskonnya,pos,5
 sangat baikk,neg,4
 bravo,pos,5
 beli tiketnya ok,pos,5
 good and credibel.,neg,4
 guud,neg,4
 easy to use. thanks alot blibli.,pos,5
" Mudah, murah, hemat",pos,5
" there
 are some products details differ from their titles. it makes confusion 
fo customer. i hope it's happened for no mean by the merchants. the chat
 service is helpful. but better if we can chat while at the product 
page. don't have to leave the page and goto chat menu.",neg,3
 sangat membantu,pos,5
 mantap bro good apps,pos,5
 Abis update gabisa loading,neg,1
" Mantap.
 Sistem pembayaran mudah, pengiriman cepat dan gratis ongkir, sering ada
 promo, layanan CS yg ramah dan tanggap. Best Online Shop",pos,5
Bagus..... Tapi Kenapa di kecamatannya engga ada jakasampurna,pos,5
 So helpfull n worth it price..,pos,5
" Tracking buruk, merchn tidak responsible seakan akan blibli membiarkan.",neg,2
 Very good and easy to use,pos,5
" user friendly, fast access and find more cheap product. good aplication",pos,5
" Haii,
 aku seneng banget kok sm aplikasi ini, suka banget, tapi masi belum 
lengkap barang2nya, aku nyari skin care korea g adaaa, make up dari 
brand luar juga kurang banyak, bahkan aku mau cari lipmate dari Lizzie 
Para g ada , semoga barangnya dilengkapin yaaa, nanti kalo dah lengkap, 
aku akan kasi r...Full ReviewHaii,
 aku seneng banget kok sm aplikasi ini, suka banget, tapi masi belum 
lengkap barang2nya, aku nyari skin care korea g adaaa, make up dari 
brand luar juga kurang banyak, bahkan aku mau cari lipmate dari Lizzie 
Para g ada , semoga barangnya dilengkapin yaaa, nanti kalo dah lengkap, 
aku akan kasi rate bintang 5 ❤️",neg,3
" love it very much, pengiriman gratis dan cepat, packing rapi, harga murah",pos,5
 Easy to use,pos,5
 Original and the best.,pos,5
 Layak dapat 5 Star...,pos,5
 So far so good,neg,4
 good,pos,5
 Bagus,neg,3
 👍👍👍,neg,3
 Easy to use. Fast!,pos,5
 good,pos,5
 setelah d update kok malah selau force close terus ya? itu kenapa eror terus?,neg,4
 good,pos,5
Puas banget Good service,pos,5
" Help me to grocery shooping, free shipping and lower price compare to sam market place... Love it",pos,5
" Blibli
 is one of one stop online shopping. I haven't used blibli app for 
shopping. When i tried it once.. It was easy to browse and buy.",pos,5
 Good aplication,pos,5
 harga cukup premium tp selalu puas kalau belanja disini,pos,5
 Nice app,pos,5
 Mantap selalu jaya selamamya,pos,5
 Prices should be less expensive than others,pos,5
 Good,pos,5
" e-commerce nomor satu untuk service pelanggan, semoga harga tetap bersaing",pos,5
" sangat membantu, apalagi pembayaran bisa melalui gopay",pos,5
 oke,pos,5
"good barang 1 hari sampe, fast respon. sering"" diskon yah",pos,5
 Kasih 4 bintang dulu,neg,4
 good,pos,5
 pertahankan dan tambahkan item-item free ongkir,pos,5
 very good app to shoping any fashion,pos,5
 puas,pos,5
 Saya beralih ke blibli...karena jaminan barang yg dijual berkualitas ...,pos,5
 Banyak diskon nya. Pembayaran makin mudah dengan gopay. Tapi pengiriman standar sering tidak bisa.,neg,4
 Customer Servis mba syahnaz responsive dan baik,neg,4
 Best online shop so far,pos,5
 Good,neg,4
 very good. terus jaga kualitas + harga & banyakin promo ya. thanks,pos,5
 tertarik,pos,5
 Good app,pos,5
" Kenapa barang Yang saya mau beli ga ada sih,kenapa masih lebih komplit di 
Yang lain???",neg,2
 Good price! Free shipping!,pos,5
 Goood,pos,5
 Goof app,pos,5
 Best deal,pos,5
 Great e-commerce form Indonesia,pos,5
 Good,pos,5
 Lumayan,pos,5
 Nilai plusnya customer service nya the best,pos,5
 Very Helpful Apps love it,pos,5
Convenient but needs improvement Status order diterima sampai ke pengiriman butuh waktu 2 hari. Harusnya lebih cepat,neg,4
 dasar penipu... tega banget ngirim snack yang sudah busuk !!!!!! niat banget mau makan duit gw !!!,neg,1
" Blibli emang ol shop top markotop, customer servicenya bagus.",neg,4
 best,pos,5
 Pertama kami menggunakan aplikasi dan terkena kendala sehingga merugikan saya.,neg,1
" Good apps, user friendly, many choices of goods, just please review again 
the description every seller 'cause sometimes disappointed the buyer.... 
Overall okey 👍",pos,5
 Best deals!,pos,5
 udah berpihak ke paslon di billboard. not cool,neg,1
 Easy to use,pos,5
 good....,pos,5
 jadilah unicorn,pos,5
good belanja aman dan cepat,neg,4
 aplikasi nya sudah lebih lancar dan bagus. tinggal tambahin promo dan diskonan lagi,pos,5
 good,pos,5
 Good apps,pos,5
 Good blibli,neg,4
 ga bisa masuk akun. selalu server maintenance,neg,1
" baru pertama beli di blibli, description barang tidak tersedia kah?",pos,5
 Good service,pos,5
" Pemaksaan!!!
 Maksa customer mau refund barang malah duitnya gabisa di refund jadi 
duit lagi udah gitu chat nya di disconnect in lagi maksa bener!!!",neg,1
 Sad.,neg,1
" Selalu puas belanja di blibli, harga pas pengiriman cepat. Jika ada masalahpun CS nya respon cepat. Banyakin diskonya lagi ya😊",pos,5
 ini bayar ditempat?,neg,3
" mudah, cepat, produk banyak, pengiriman gratis",pos,5
 cakep,pos,5
" Aplikasinya nyesal di downloadkan ada banyak advertistment dan aku 
glitching terus",neg,2
 Kereeennn 👍 easy transaction option,pos,5
 Bagus,pos,5
 5 stars,pos,5
 the best online shop with free delivery,pos,5
 More promo,neg,3
" Aplikasinya simple, mudah digunakan.  Sayangnya skrg gratis ongkirnya diatas 200rb, 😑",pos,5
 Good discounts etc,neg,4
 Excellent improvement in customer experience. Great job. Great work.,pos,5
 Terus di-improve,neg,4
 Fitur untuk chat ke penjual harus nya di sediakan,neg,3
Mantap Pelayanan customer service nya memuaskan,pos,5
 bagus,pos,5
Keren 👍👍👌💗💞,pos,5
 awesome,pos,5
 good quality goods,pos,5
 Aplikasi mudah dimengerti dan mudah digunakan,pos,5
 Pengalaman beli susu dan handphone di blibli sangat memuaskan,pos,5
" Simple, usefull & reliable",pos,5
 Bagus simpel,pos,5
 Awwweeeee sooooommmmmeeeeee,pos,5
 Mana tempat setingannya? Tidak ada.,neg,2
 user friendly I love this ecommerce,pos,5
 Mantul aplikasi nya.,pos,5
" Appnya
 bagus tapi kebanyakan harga barangnya terlalu mahal untuk barang yang 
sama di toko online sebelah. Itu belum termasuk ongkos lho.",pos,5
 Nice,pos,5
 I like this app. I love blibli because of the cheaper price,pos,5
 Good,pos,5
 Ezzy shopping,pos,5
 thankyou... banyak promo dan terpercaya,pos,5
 Mohon waktu pengiriman ny d percepat y...thanks,neg,4
" Need to uninstall this app, very bad respon and much bug",neg,1
 good,pos,5
 Kadang bagus tapi banyak problem juga,neg,3
 great apps . go ahead,pos,5
"Pengiriman Pengiriman
 nya lama. G ada tracking nya jg. Pngiriman g bsa milih cuma lewat pos. 
Resi kadang g bisa d tracking d web nya kantor pos skalipun..",neg,1
" so far so good application, thks",pos,5
 Nice app,pos,5
 Good app,pos,5
" Free ongkir, klo ada complain fast response juga. Puas banget pakai aplikasi nya.",neg,4
 Good aplikasi,pos,5
" Vey good and helpfully..easy to use and completed item..faster and 
informative",pos,5
 good,pos,5
 Baru kali ini saya lihat app yg jual tiket via online ga jelas bgt. Bilang mau restock tp mendadak bilang udh sold.,neg,2
 always a pleasure shopping at blibli as they provide such easy way to shop! love xx,pos,5
 Lumayan lah gosend gratis..cm promo vouchernya msh krg,neg,4
" Bapuk
 banget ni apps, mau buka jam 09.09 tgl 7 may, ga bisa masuk2..baru kali
 ini ktemu apps online bs nge hang nya lama...ampe 09.15 masih ga bisa 
di akses..kirain hape bya yg rusak, tp coba lazada, toped dll lancar 
jaya",neg,1
 Yes ayeah,pos,5
 Paket rapi dan berkelas,pos,5
" Hai,
 thanks ya Blibli aku sering bayar BPJS dan tadi baru aja isi token 
listrik. Lumayan banget potongan nya, tadi aja ampe hemat 20ribu. 
Prosesnya juga cepat. Untuk beli produk pernah beli lemari buku, dan 
nyampe sehari gratis ongkir juga. Cuma memang untuk beberapa produk ada 
yang walaupun dipoton...Full ReviewHai,
 thanks ya Blibli aku sering bayar BPJS dan tadi baru aja isi token 
listrik. Lumayan banget potongan nya, tadi aja ampe hemat 20ribu. 
Prosesnya juga cepat. Untuk beli produk pernah beli lemari buku, dan 
nyampe sehari gratis ongkir juga. Cuma memang untuk beberapa produk ada 
yang walaupun dipotong gratis ongkir kok jdinya malah tetap mahal. Saran
 saya sih untuk product yang berat bisa dikasih opsi pengiriman lain 
yang lebih murah untuk luar pulau jawa. Sayang kalo ga jadi beli karena 
berat di ongkir. Oya satu lagi semoga Blibli bisa memperbaiki aplikasi 
nya, sesekali saat saya buka terus ga bisa gerak dan ketutup sendiri. 
Thanks",pos,5
 very good..,pos,5
 mudah,pos,5
 good,pos,5
 I love blibli. Murah dan free ongkir. Aq cari ini banget.,pos,5
 mantul,pos,5
 Very good,pos,5
 Apps yang sering saya pakai untuk belanja online,pos,5
 Overall ok,neg,4
" Good services, Best price, interesting promo, free shipping, easy return, fast delivery.",pos,5
" Easy to use, good user experience with detail filter options, safe with many payment options",pos,5
 Kesel sama iklanya,neg,1
 Good,pos,5
 Always ask to update,neg,1
 UNSATISFIED!,neg,1
 Easy to use... Simple payment... Best price and discount... Free shipping... I love it...!!!,pos,5
 Easy to shop,pos,5
 Very good response,pos,5
 Over all is good,pos,5
 top,pos,5
" Aplikasi menarik, ada fitur gosend, bisa cicilan pula..",pos,5
 Mantab belanja di Blibli =),pos,5
" Beli dari tgl 9, barang gk dikirim2. Hadehhh, yg penting duit masuk dulu 
kali y bis itu ud waktunya dibatalin sepihak",neg,1
 Good,pos,5
 Ya bafus,pos,5
" Aplikasi sering eror nih, perbaikin bug nya lah, padahal ecommerce terfavorit buat belanja online",neg,1
 Semoga lebih bagus dripda toko sebelah Dan semoga minim erorr Dan banyak promonya. Sukses Terus blibli..,neg,3
 Good,pos,5
 Appnya bagus. uda ada fitur live chat di appnya belum?,pos,5
 So easy ...,pos,5
 Untuk program cicilan 0% masih ribet klo dibandingkan olshop sebelah lbh mudah dan proses lgsg approve saat transaksi,neg,4
 love it,neg,4
 Error after renewing the apps.,neg,1
 Mantap. Best choice olshop lah pokoke,pos,5
 best in indonesia,pos,5
 Cool,pos,5
" Beberapa
 kl saya & teman  beli di sini daripada tetangga sebelah...dan 
permasalahnnya sama...pertama adalah waktu datangnya barang kelihatannya
 meleset dari perkiraan...tapi point lain yang saya tidak suka 
sebenarnya....kita cek barangnya sampai mana itu yang susah...kalau 
dilihat dari aplikasi cuma...Full ReviewBeberapa
 kl saya & teman  beli di sini daripada tetangga sebelah...dan 
permasalahnnya sama...pertama adalah waktu datangnya barang kelihatannya
 meleset dari perkiraan...tapi point lain yang saya tidak suka 
sebenarnya....kita cek barangnya sampai mana itu yang susah...kalau 
dilihat dari aplikasi cuman isinya ""dalam proses pengiriman""...bahkan 
email barangnya sedang diproses pakai xxx...dengan nomor resi pelacakan 
xxx juga gak terima...saya kasih 2 bintang karena gak ada 2.5 bukan 
karena barang....tapi sense barangnya dah diproses apa belum dan sampai 
mana sih barangnya itu yang gak ada",neg,2
 Excellent apps,pos,5
 Banyak promo dan diskonya gratis ongkir lagi,neg,4
 Awesome,pos,5
 Nice,pos,5
" Phone
 number verification is not going well. Tried 2 times and all the codes 
were sent minutes after the expiration time. Waiting time is also too 
long, 5 mins oh come on we need everything fast nowadays",neg,2
 Good,pos,5
 recommended for customer to shop here with many promo and very easy to use.,pos,5
Ganggu lg tlp lg maen game tiba2 nongol sendiri ganggu kenyamanan aja...,neg,1
 great,pos,5
 good apps. easy to use,pos,5
" Has been banded 1x 24 hours suspect activity by Poor internet connectivity, wasting the time",neg,1
 Ongkir gratis suka sekali,neg,4
 I have never been disappointed shopping in blibli. Keep it up Blibli ....,pos,5
 Will be the best if the price is more competitive...,pos,5
 oh,pos,5
" App yang bagus, sangat mudah untuk berbelanja",neg,4
 Love it,pos,5
 Sangat berguna,pos,5
 Notifnya sangat mengganggu,neg,1
 Aplikasi berbelanja yg sampai saat ini sangat membantu saya dalam membeli barang2 ori.,pos,5
" Udah matiin notifikasi di setting, tetep dikirimin terus. Uninstall aja lah.",neg,2
 Very amazing!,pos,5
 Recomended,pos,5
 Easy to use and easy to pqy,pos,5
 I like this,pos,5
" Di update koq jadi error, gak bs di buka",neg,1
 good,pos,5
 ok,neg,3
 Excelent Apps,pos,5
 the best e commerce,pos,5
 Agar bisa ditambahkan fitur chat dengan penjual,neg,4
" Hati2
 penggunaan promo blibli... Giliran berhasil registrasi voucher promo, 
mau transaksi loading terus updated poin. Kayaknya ga penting banget 
deh. Untung ga berhasil jg, sy cek barang yg sama di toko online lainnya
 ternyata harga lebih murah.",neg,1
"Pelayanan buruk Ada
 barang foto tapi nggak sesuai dengan judul dan deskripsinya. Giliran di
 hubungi via telp CS nya bilang barangnya udah sesuai aja. Padahal udah 
di jelasin berkali-kali apakah nggk salah foto?(pdhl jelas salah gambar)
 Giliran di hubungi via email juga sama nggak jelasnya jawaban CS nya 
malah sampa...Full ReviewAda
 barang foto tapi nggak sesuai dengan judul dan deskripsinya. Giliran di
 hubungi via telp CS nya bilang barangnya udah sesuai aja. Padahal udah 
di jelasin berkali-kali apakah nggk salah foto?(pdhl jelas salah gambar)
 Giliran di hubungi via email juga sama nggak jelasnya jawaban CS nya 
malah sampai akhirnya di tawarin produk lain padahal yang di tanyain 
malah gak di jawab. Payah nih kalau pelayanannya begitu, mohon di 
benerin",neg,1
" This app very useful, fast in payment page with credit card",pos,5
" Fast payment for transactions, cheapest product with installment",pos,5
" g"" g",neg,3
" mudah, lengkap, bisa cicil, berragam, oke!",pos,5
 Good and fast response,pos,5
 The leading online store in Indonesia,neg,4
Blibli Shopping Aps Fast and Easy ordering using this Aps.  Will check tracking feature later,pos,5
 Good service,pos,5
 Amazing,pos,5
 good,neg,4
" Tidak
 ads keterangan bahwa barang akan sampai dalam waktu yg lama. Respon 
cyst service lambat dan tidak member ikan jawaban Dan solusi yg jelas. 
Kapok berbelanja Di blibli...",neg,1
 Lengkap dan murah,pos,5
 Usefull,pos,5
 Good Aplication,pos,5
" Baru
 instal, buka aplikasinya malah disuruh perbarui, gw ke playstore 
pilihannya cuma uninstall dan open, yaudah gw uninstal. The dumbest app 
i've ever seen",neg,1
 Lumaya,neg,4
 Customer care nya bagus.ramah.cepat tanggap. Sukses blibli,pos,5
 Good deal,pos,5
 good,pos,5
" Puas
 belanja disini, sudah belanja berkali2 dengan cicilan dan barang yang 
di kirim sesuai dengan yang di pesan, benar2 rekomended",pos,5
" Good app,",pos,5
" Confirmed
 to get cashback by Blibli customer care before buying the product, but 
in fact after buying the product, CANNOT get the cashback...Also got a 
wrong product needed, coz CANNOT find communication with the seller 
before buying and getting the product...very very disappointed...sangat 
sangat m...Full ReviewConfirmed
 to get cashback by Blibli customer care before buying the product, but 
in fact after buying the product, CANNOT get the cashback...Also got a 
wrong product needed, coz CANNOT find communication with the seller 
before buying and getting the product...very very disappointed...sangat 
sangat mengecewakan!",neg,1
 Friendly use..,pos,5
 great app 👍👍👍,pos,5
 Bagus,pos,5
" Baru
 download aplikasinya hari ini, disuruh update ke versi 5.0 terus 
padahal saya cek sudah di versi 5.0 jadinya ga bisa dibuka. Tolong 
segera dibenerin kutu kutunya",neg,2
 Nice,pos,5
 Easy and simple to shopping,pos,5
" Aplikasi trackingnya kurang update. Status masih ""dalam proses"" gak taunya 
barang sudah sampai. Lalu resi yang tertera di aplikasi tidak bisa di copy 
untuk tracking langsung di web kurir.",neg,2
 Kalo mau iklan yang bener tempatnya.,neg,1
 Love it,pos,5
 Good app for online shopping,pos,5
 Great App!,pos,5
 Good,pos,5
 Usefully apps,neg,4
 Terpercaya,pos,5
 mantapp,pos,5
 Love Bli Bli ≧ω≦ thankyou,pos,5
 ok,pos,5
 fast and easy to use,neg,4
 Its works in pakistan,neg,4
 great online shop,pos,5
 mudah untuk transaksi apa aja ...,pos,5
 Good,pos,5
 Mantap,pos,5
 Enjoy and easy with this application,pos,5
 bagus,pos,5
 good app,pos,5
 hm,neg,1
 Good apps for online shopping. But there's no setting for turning off the notification for its promotion,neg,3
 Online shop termurah,pos,5
" Aplikasi bagus, simple, cs nya jg sangat membantu",pos,5
" Banyak promo, barangnya juga lengkap, free ongkir juga",pos,5
 Good & simple,neg,4
 Huhu dapat puma setengah harga,neg,4
 good,pos,5
 Mantapppppppppppp 😊,pos,5
 Lanjutkan,pos,5
 Goooooooid,pos,5
 Ok,neg,3
 Good,pos,5
 Good app,pos,5
 Aplikasi nya ok,pos,5
 1st rank online shop apps in Indonesia,pos,5
 Bagus aplikasi nya lncar ga pke lemot. Dan semoga pngiriman cpat jg. Amin,pos,5
 cukup memuaskan,pos,5
 bagus dan cepat responnya,pos,5
" Good price, good quality merchandise, free delivery, and the app is very easy to use.",pos,5
 Love it use this application. Thank you.,pos,5
 Great place to shopping anywhere... just touch my phone i can get anything i want.. so simple... tq bli2,pos,5
 can't opened,neg,1
 ok,pos,5
 Goog keep it,neg,4
 nice,pos,5
 Trusted. User friendly. Safe payment. Free shipping. Verry good service,pos,5
 Keep up good job 👍👍,pos,5
" Tidak beli apa2, dapat tagihan. Minta buat dicancel malah minta statement 
cc. Hello, yang salah Sapa kenapa gw yg ribet ya??",neg,1
 Good,neg,4
 good,pos,5
" Nyaman, Cepat dan Fleksibel",pos,5
 Bagus banyak bonus & Promosi,neg,4
 great,pos,5
 Love,pos,5
 Good,pos,5
 Helpful,neg,4
 usefull application,pos,5
 Gabisa komunikasi sama penjual kyk toko sebelah,neg,2
 Well done,pos,5
 makasih blibli the best dehhh,pos,5
 One of the fastest,pos,5
 makasih blibli..,pos,5
 good appl.,pos,5
" Aplikasi yang sangat mudah, simple Dan banyak berbagai merk barang disini",pos,5
 Suka banyak diskon tapi setelah update kok malah seperti browser dan lemot banget tolong segera diperbaiki,neg,3
" sangat membantu saya ini apklikasi satu, semoga tetap dikembangkan jd lebih baik terus",pos,5
 friendly user apps.,pos,5
 gooooooood.,pos,5
 Good,pos,5
" asik sekarang blibli bisa punya mobile appsnya, bisa shopping kapan ajah free ongkir, gokil",pos,5
 bagus aja sangat membantu,pos,5
 Good application,pos,5
 aplikasi yang sangat membantu,pos,5
 #foragoodtime,pos,5
 Thank you somach love😘,pos,5
 Thanks great app,pos,5
 Sangat mudah utk mencari barang yg kita perlukan...👍👍👍,pos,5
 Ciamik e polll,pos,5
 Ringan,pos,5
 Good,pos,5
 Percuma belanja di blibli,pos,5
 Simple and Easy,pos,5
" Mudah digunakan, tapi terkadang eror dan merestart sendiri",neg,4
" suka dengan free ongkirnya. pelayanan masih oke, belom pernah ada kendala. sukses terus blibli",pos,5
 Easy to use,pos,5
 Anywhere anytime pesan tiket pesawat kereta..,neg,4
 Mantap,pos,5
" Gak
 pernah sekali pun bisa belanja pakai aplikasi blibli. Dulu loading nya 
berat, skrg malah crash. Parah nih developer aplikasi nya, kok dipake 
terus ya.",neg,1
 my favorite e-commerce application. always provide the best for customer,pos,5
 Good easy shopping,pos,5
 Very very not recommended. Mengajukan retur hampir 1 bulan tidak ada penyelesaian. Mengecewakan.,pos,5
 Aplikasi INI menginstal sendiri Tanpa permisi,neg,1
 Ok lah...baru mau coba sih...,neg,4
 Mudah digunakan dan verivikasi pembayaran cepat...rekomendasi buat bli2 martnya gratis ongkir dan barang 1 hari sampau,pos,5
" Blibli mantap, aplikasi ok buat belanja ol",pos,5
" pembayaran
 pakai kartu kredit tulisanya decline, masukin cvv dan verifikasi saja 
belum. masukin code promo juga error. di TELEPON 2X KATANY DI EMAIL AJA.
 DI EMAIL VERY SLOW RESPONSE DAN SAMA SEKALI GA SOLUTIF. uninstall 
BLIBLI.",neg,1
 Mantaf,pos,5
Puas Ok bgt,pos,5
 Mantap terpercaya tokonya gak abal-abal.,pos,5
 Easy to use,pos,5
 So far get good service ..,pos,5
Stuck di payment Tiap kali mau payment selalu stuck di processing dan ga bisa bayar. Gimana mau belanja kalo gitu.,neg,4
 pengirimannya cepet dan murah,pos,5
" Very
 bad service. Pesanan saya AC sudah 2 minggu dan tidak dikirim, disuruh 
menunggu terus, setiap 2 hari saya tanya dan akan diinfo salam 1-2 hari 
ke depan, sampai 3x. CS pertama info barang sudah sampai di merchant. CS
 kedua info berbeda, PIC merchant resign, password hilang, pesanan saya 
blm dipr...Full ReviewVery
 bad service. Pesanan saya AC sudah 2 minggu dan tidak dikirim, disuruh 
menunggu terus, setiap 2 hari saya tanya dan akan diinfo salam 1-2 hari 
ke depan, sampai 3x. CS pertama info barang sudah sampai di merchant. CS
 kedua info berbeda, PIC merchant resign, password hilang, pesanan saya 
blm diproses. Ditanya bersedia menunggu tapi tidak berani memberi 
perkiraan waktu. Mengecewakan!",neg,1
 not bad,pos,5
